query_id,iteration,docno,rank,score
PLAIN-2,Q0,MED-10,0,9.526918921480743
PLAIN-2,Q0,MED-2429,1,9.526918921480743
PLAIN-2,Q0,MED-14,2,9.10224275342214
PLAIN-2,Q0,MED-2431,3,7.724856262242569
PLAIN-2,Q0,MED-4391,4,6.142977545922638
PLAIN-2,Q0,MED-4826,5,5.994804357377106
PLAIN-2,Q0,MED-1193,6,5.760418868871007
PLAIN-2,Q0,MED-3832,7,5.676822870111815
PLAIN-2,Q0,MED-3447,8,5.660539894644975
PLAIN-2,Q0,MED-4097,9,5.660539894644975
PLAIN-2,Q0,MED-4117,10,5.660539894644975
PLAIN-2,Q0,MED-2792,11,5.593380390211274
PLAIN-2,Q0,MED-3570,12,5.541708482986797
PLAIN-2,Q0,MED-3199,13,5.437844743081988
PLAIN-2,Q0,MED-2440,14,5.435414630752916
PLAIN-2,Q0,MED-2428,15,5.429407611113591
PLAIN-2,Q0,MED-2315,16,5.375078049851264
PLAIN-2,Q0,MED-1825,17,5.353458826720436
PLAIN-2,Q0,MED-2138,18,5.353458826720436
PLAIN-2,Q0,MED-2258,19,5.353458826720436
PLAIN-2,Q0,MED-2435,20,5.353458826720436
PLAIN-2,Q0,MED-3697,21,5.353458826720436
PLAIN-2,Q0,MED-3856,22,5.353458826720436
PLAIN-2,Q0,MED-4226,23,5.353458826720436
PLAIN-2,Q0,MED-2427,24,5.337980969555966
PLAIN-2,Q0,MED-4695,25,5.28315335687045
PLAIN-2,Q0,MED-1490,26,5.211037362849351
PLAIN-2,Q0,MED-1204,27,5.199942694863086
PLAIN-2,Q0,MED-4828,28,5.1636948682111035
PLAIN-2,Q0,MED-2152,29,5.077981234575991
PLAIN-2,Q0,MED-2423,30,5.077981234575991
PLAIN-2,Q0,MED-2424,31,5.077981234575991
PLAIN-2,Q0,MED-2437,32,5.077981234575991
PLAIN-2,Q0,MED-3853,33,5.077981234575991
PLAIN-2,Q0,MED-4057,34,5.077981234575991
PLAIN-2,Q0,MED-4096,35,5.077981234575991
PLAIN-2,Q0,MED-4440,36,5.077981234575991
PLAIN-2,Q0,MED-4650,37,5.077981234575991
PLAIN-2,Q0,MED-4694,38,5.077981234575991
PLAIN-2,Q0,MED-5114,39,5.077981234575991
PLAIN-2,Q0,MED-3044,40,5.05671278711728
PLAIN-2,Q0,MED-3830,41,4.9630576360225795
PLAIN-2,Q0,MED-3834,42,4.9630576360225795
PLAIN-2,Q0,MED-4559,43,4.922776425464529
PLAIN-2,Q0,MED-1884,44,4.916975679708458
PLAIN-2,Q0,MED-2322,45,4.89717881648275
PLAIN-2,Q0,MED-3204,46,4.89717881648275
PLAIN-2,Q0,MED-950,47,4.829467138952619
PLAIN-2,Q0,MED-958,48,4.829467138952619
PLAIN-2,Q0,MED-2122,49,4.829467138952619
PLAIN-2,Q0,MED-3766,50,4.829467138952619
PLAIN-2,Q0,MED-3849,51,4.829467138952619
PLAIN-2,Q0,MED-4374,52,4.829467138952619
PLAIN-2,Q0,MED-4445,53,4.829467138952619
PLAIN-2,Q0,MED-4642,54,4.829467138952619
PLAIN-2,Q0,MED-4651,55,4.829467138952619
PLAIN-2,Q0,MED-2793,56,4.773952143574507
PLAIN-2,Q0,MED-1966,57,4.757031965454354
PLAIN-2,Q0,MED-1564,58,4.718406384039753
PLAIN-2,Q0,MED-1890,59,4.712528055484033
PLAIN-2,Q0,MED-4830,60,4.703336557674559
PLAIN-2,Q0,MED-4785,61,4.6582855855750935
