type,PC1,PC2,PC3,PC4,PC5
True,0.5603295547373304,-0.964053577328832,1.5156627869233723,0.447353992165203,-0.1187668487147913
True,0.2594289806664007,-2.786447037330872,-0.2773324999782338,1.1490436222521294,0.5711948999268528
True,0.819384862051534,-1.0778683850756017,-0.0106555889739741,0.3144759862215403,-0.3049283438799416
True,-0.6776235571911013,-0.5753624136688704,-2.1154874835234856,1.8663069357079527,1.255512660102457
True,0.7494782736615612,-2.4326625527813093,0.3521035824343449,-0.0845044545884703,0.1498689027981711
True,1.3494765320880129,-1.5657481476378814,1.3941188469599437,0.3643165206339694,-0.6522824271662665
True,0.6820410202659338,0.0045901479963107,-0.7066251352975884,0.2671986841325206,0.3935045368677308
True,1.265096099774574,0.6508395271785704,-0.1852517674794438,-0.815484290816472,0.1385853182083716
False,-1.1468261124717218,1.8038783066665784,-0.1456439600043111,-0.6665086175611715,-1.0917227234245557
True,1.063740234781644,-0.8399553746680768,-1.0039964227656784,-0.0324261290053298,-1.2245527570472436
True,2.890931902749484,1.007749763847274,-0.349455050977447,0.5668308755597234,-0.529112279096538
True,1.2489451109910388,0.9428822934663422,-0.718722370399972,0.9811154287448516,0.5209926633647578
False,-2.378048996826576,-0.311270774596142,-1.0743014068053849,0.0682112285284201,-0.0792852123051879
False,-3.832052274947,2.3425115703431443,2.765306571657771,-0.4721772650503094,1.373750055360599
False,-1.764337250920657,-1.6286915470656362,-1.954319640176299,1.785976065732258,0.9297457434294346
True,-0.003541288663624,-0.0888397765967995,-0.0357453564738588,1.1828599660719772,-0.8085063070178581
False,-1.497968784010097,-0.7040256013091465,0.8354772145596577,1.3843674653203593,1.1203093480892723
True,0.0623880643128849,1.1529862550841747,-0.3665552367055883,-0.1786409856462647,-1.7472717626263548
True,2.027191815873987,1.3110018964830217,-1.1153571089588927,0.3007221419973515,0.9092291140220016
True,1.812157624717122,2.4885755502360816,-0.8442244541448427,0.3392181251930844,0.962685321867932
False,-3.1535079125143985,-1.4985601193848042,-1.9169488968135364,-0.6375455996474125,0.6376726850774088
True,0.775148716857618,-1.74881144453746,0.5140532794336886,-0.0701303010214901,-0.3466578008664639
False,-2.9690796577704166,3.1603113946391304,3.043181514142723,-0.3277374155719753,1.1593892907007637
True,2.523882946702486,3.8925515553484313,-0.5684066611583084,-1.1788967200514342,0.7590689635769683
True,1.2966290214279257,0.3204037033658645,-1.214219239057742,1.318898161986716,0.3848391378132569
False,-1.8382817372758955,1.4022269324878995,0.664680861953371,1.61264134181941,0.5807197298859791
True,1.4463920943072617,-2.5348749265144472,-0.2143994404356761,0.9588359646526438,0.057396290929931
False,-2.107615165269701,-0.0132120668288012,1.2831537245152658,-0.1361468951962129,1.4690946583011597
True,0.5203289956560451,1.023893004640907,0.723311446662326,-0.5665897683694621,-0.5368344861719353
True,0.3573162081987606,-2.100543776699428,1.51363446804496,-2.1072525207701727,-0.7923910860178598
True,2.08180065522628,2.709322674015795,0.0241172878457749,0.479559182541607,0.1370380143652031
True,0.7308411501196663,-0.5828230264026146,1.3562797543809837,0.2137190694801169,0.2837584649708937
True,-0.9992914570784992,0.207821278963891,-0.597866689477627,-0.9350716948141304,0.2592180446674605
True,1.783752582133517,0.9220685945444138,-0.0982372482964532,-0.4246093094255082,0.1660890585947874
True,0.3448038159744153,1.1341519738293866,-1.4588171106508605,1.008494898948158,1.0626426110341824
True,1.932380337919783,0.88735466230229,-0.4367825395581298,-0.0144498544131915,0.1450898553920176
True,1.3328903790516096,0.382345898056998,-0.8659383487342388,0.1546760924987956,-0.1461215836197233
True,1.614248212917104,0.6153489396132343,-1.7428798097076263,-0.2942638563243552,-0.6306452127610657
True,1.1558494970757158,-2.222734591082393,0.931444044711644,0.0226157090184274,-0.0675538994688001
True,0.4190935795284901,1.1609574384546957,-0.197741983606317,-0.3324796963426497,0.2607688271208683
True,1.7495032886453246,-1.7238096467677844,-0.3225396033848968,1.1432055279185689,-0.1424313861354544
True,0.4333437821656734,2.5378404280128315,0.4638685646343302,1.157641764421139,-0.1546243652791874
True,2.17050239927142,-1.2078611148985685,-1.2431370408822513,2.909836687196848,-0.7423166118535263
True,0.5493502620103851,-0.980804936231999,-0.8706435362702409,-1.21174803093141,0.8322943663619938
True,1.4485412919731553,0.0155064309083672,0.8553893387451137,0.0428006800719534,-0.4124224573893945
True,-0.9620063628706244,-1.796536344747652,-0.968944405852156,-0.5557505007633554,-0.2575510972979971
False,-1.916017560608376,0.4995641861243772,-1.206034573768162,-0.7316384094726359,-0.7131816964889963
True,1.0201791879814377,-1.6540134505220112,0.2174947884564625,0.1946306356922132,-0.4252542340597703
True,1.9856713087778943,1.6553872490373338,0.2346387956133184,-0.1106724266705616,0.1052984048919663
True,1.5366011464115517,0.8873163864815715,-1.562942810869031,-0.0702753793350059,-0.4193975912238505
True,1.209485536751861,1.5222012456265366,0.4305142446923447,-0.9374609149727514,1.0516687998208964
True,1.002725018955024,-1.3104304117964736,-0.1964575237054442,-0.0990281668726123,-0.1035971613478289
True,0.0674645524420728,-1.7582094448330563,0.805573564992777,0.7457515635350982,0.9080770411053216
True,1.1417303681196522,-2.5033411141489488,0.7818065053409683,-0.4289004552867141,-0.4843980056555895
True,0.0253749845751265,-0.5355509038001166,-0.1400620733221358,0.2091132506351979,-0.1760939669703887
True,0.6485897996005904,-0.0816999838072692,-0.135982555299066,2.153005156824587,-0.2037004684655116
True,1.2460817630968737,0.956937476268626,-1.012557856727532,-0.1523267505874508,0.4649603798363089
False,-2.3996110225024667,2.3113844434864563,3.3719442137047877,-0.8213165169836396,0.0804523149179957
False,-2.256496814120997,-1.7369985292812251,-2.5981157804608683,-0.3994851940143296,-0.0818310711905402
False,-2.0382458638366154,-0.677237341624562,-1.462063228520782,-0.1711256860650925,-2.309468047695665e-05
True,1.2361305069000326,1.4861743231373306,-0.3852614411168985,-0.5491672206130583,0.2742890785988169
False,-3.619606611737178,0.1509718543416949,-1.9394410063495373,-1.8329499161526803,-1.0229457960986543
False,-1.477902954056044,0.8427933326499054,-0.9302866811269668,0.3291797429716769,-0.0260189735241378
True,0.3847563051802941,-1.208180635984461,-0.8286021800521355,0.454033692448107,0.3189659875051748
True,1.6876400408929102,-1.9609264561741304,-0.0884351106564944,0.6832255367030916,-0.1503987753631487
False,-2.399293573095094,-0.2164275352193837,1.4414021758156188,0.8229341820628892,1.0609877850981615
True,0.400281303580744,1.64234573257049,-0.6887945677868907,-1.0823690942948063,0.6871717814134113
True,1.1819074108909526,-0.4218399517458541,-0.525467576252222,0.393328173123162,-0.1994573972255363
True,0.3779411749422809,-1.7514152166494337,1.8932756665047323,-0.6171686917059483,-0.5384445155530971
True,0.3331805503897875,-2.527887926329087,0.4153666824984539,0.5556995360721034,0.0912576604316186
False,-2.9951821146370343,0.4160979517453048,-0.035493004615392,0.7714792354780746,0.4951466400293661
True,1.1503966093771636,-0.0243754618498506,-1.4308741286098925,0.894886144311142,-0.1072439776827347
True,1.056610761458065,0.8825594281164341,-1.527800252289239,0.671505421811725,-1.9198535303120368
False,-2.398267452991485,1.292714577292253,-1.288917533018184,0.3896185804609762,0.1127385977794213
True,0.9660250983347785,0.358198728902305,-0.2686975115465906,-0.5068311537462815,0.0453114314413825
True,0.9992892799804692,-2.2893642601859843,0.7065571137926578,0.5781812760980661,-0.3373378042090106
True,1.5839563528885492,2.0300965363404884,2.0277026546730914,-0.3916787764389611,2.925888260794744
True,0.3632398607622017,-0.5165983070071234,1.6360246501598148,-0.1310039773724045,-0.6878282709545069
True,0.3778518944279166,0.345588000143973,3.3382190741633724,-0.1662096342869859,0.3750888634731247
True,0.1000290558623478,-2.1461341215064085,-0.2997660918353341,0.6953636418233644,0.2248540161450676
False,-1.3697138466325565,0.2845283816962872,0.3903054108555441,2.0760626550454533,0.4359994597409307
True,-0.0240949128329045,-1.3105367553809362,-1.9102689218003663,0.3556838618481171,0.0085666432849873
True,0.9813479128242024,0.6963495129320746,-0.2585623801404274,-0.1512664820669751,0.396544338406338
True,0.976950390320936,1.2170631797721547,-0.049297255340649,-0.9635851087790912,-0.4824606672678977
False,-2.404847880713838,0.0818659172177492,-0.6950838691792411,-0.9398909793246144,-0.1041941886079695
False,-5.655492035176676,-0.6113575550837018,-3.736010782430709,-2.2394685822395326,-1.4472892022549222
True,0.0515835678317124,1.4660441550740282,1.211750764550486,0.2119059115561162,-0.1594006270732715
True,0.734695924802192,-0.3553886198578258,1.2223710202534357,-0.6927020482152983,0.724967506401722
True,-0.030229494053582,-0.3826523670274186,-0.2655574233825217,0.4605932672240546,0.3065222763517254
