type,PC1,PC2,PC3,PC4,PC5
True,2.385802546882992,3.55663321041779,-0.7818811767705873,-1.3067765714908566,0.8634146796548889
True,-0.024192623673267837,-0.43879777109566065,-0.3543194834812982,0.0174240282374648,-0.2593954218944141
True,0.21177343681029254,0.4962923205806713,0.3974780150475197,-0.4516811573318461,0.4955174208463859
True,1.7793684573629271,0.95026723722648,-0.37741103801523207,-0.13559565136782817,-0.26689184608973515
True,0.7316640674739767,0.08327739939667307,-1.1619269010159998,-0.6444121969237503,-0.3694344462716889
True,0.3588944842791364,-0.4370628397606237,1.1921144241595263,-0.01617257689265992,0.11477016935412086
True,-0.49111950974214236,-1.4409491937310461,2.424968133770756,-0.6877439938617793,-0.04597979435521515
True,-0.05778037714059246,0.5041329923090448,1.1613297469880004,-0.6023624509382373,0.3124350638096855
True,-0.5294864678622591,-0.9259079894638885,1.45437359987355,0.2380215682190732,0.1891640679689308
True,0.9498052203004317,-1.993821225878937,0.11123210481409418,1.9455691053052906,0.7634375150518683
True,1.438577907040903,3.8708213178740847,0.8851734496718446,-0.33945775664940775,1.5233379272187713
True,0.5638429399235658,-1.5592567617326052,0.8500719742206286,0.641040753593564,0.18833646989055675
True,-0.21135352131564156,-1.1792051207359127,-1.6998175063602636,-1.2114707703931806,-1.2192109010208745
True,0.4152908197168903,-0.9626374946320934,1.2536026353595342,-0.04701035684718629,-0.24791006910897087
True,0.6500033688155247,0.3137176573875888,-1.3300413150257357,-0.47278064707302064,-0.13979572604874238
True,-0.36135875878244933,-2.681741806608884,0.42276392277240654,-0.22791309857922892,0.17416761298870498
True,0.5592467414620971,-1.488817332946383,0.6106987452945225,-0.8062951136147746,-0.353402408145797
True,0.44875233272234516,-0.8140589863040417,-0.2055635478643629,1.090328133100837,0.2895317898286824
True,-0.7276758678226808,0.41418793294213824,-0.8620759840475856,-1.0395273988029994,-1.937126569958751
True,-0.030229494053582037,-0.38265236702741867,-0.26555742338252175,0.46059326722405464,0.30652227635172546
True,2.331952310131032,0.9283410007438063,-0.6849513438993456,0.7396121945479317,0.08973826860093922
True,0.517336588608087,-0.7400291170378559,-0.4637331833060108,0.7505195228864935,-0.08978697979006298
True,0.5732971635605278,0.5142379406869283,-0.43954798171366005,0.4989141781513843,1.0085627628417786
True,0.19323299477077116,-1.209379284917677,1.5572350080582484,0.16381315515623923,-0.06437490182572075
True,0.17778664760506382,-1.426433627226789,1.363825024421982,0.8705119749091468,-0.04216833356074513
True,0.4047404509134056,1.491555786737456,0.46934903010526413,-0.5422437006549246,1.0935091396905774
True,-0.9201745614017259,-1.1209346500659982,0.48402686736832734,-0.4009839629898183,0.9027039344132156
True,0.3323959970979858,-0.9006775109463503,0.7983665834563937,-0.16934014743135575,-0.4009185862337262
True,1.5843381149150588,0.4217220682476204,-1.9159455196301878,-0.7244943524138732,1.0540629872708658
True,0.08013059012962347,-1.7195107278041049,1.5585852416990758,0.18401502836900607,-0.5042832374957811
True,0.6467883062035433,-0.4426608036022601,-0.9012051621968272,-0.8822153194713354,-0.536906175523276
True,1.0636739253268432,-1.421596978366639,0.5359673442170052,-0.718321205039695,-1.222762124363813
True,1.962087044082821,2.989824638129192,-1.0009236050430979,-0.9626002848247951,0.9084245359075984
True,0.9870204646522212,1.2245708835157667,0.08861414090115813,1.0502170436705125,-3.21612317973358
True,1.0271157213384374,1.2566727398971378,0.07522303713620734,0.9148219850724723,-3.2515767049579214
True,0.6972894688979068,0.7417793085215381,-0.3943174208671331,-0.5291597328104927,-0.5800222636983469
True,0.49960449632346327,-0.19071284101608846,-0.29632517041400125,0.5476857279000097,-0.8468156518129173
True,0.4602422745314139,-0.1820506291599098,-0.34786801394228933,0.6102309250379465,-0.8344128658559484
True,0.8772286021951664,-0.0934305113739556,0.45043755352411724,0.5048160608177936,-0.8790628347704482
True,1.3930064123739165,0.37286317748440173,-1.4428520318786426,0.9319307947369158,-1.0722435045158227
True,1.3471699925674632,0.3832537251181845,-1.431591544387268,0.8627533340692836,-1.1961096552112287
True,0.6579411169143048,0.27275232081782486,-0.4002466763463842,0.5975128525299692,0.028489753352018532
True,0.7524890525594503,-1.3790498428923879,0.2756163707612256,0.7044798852283414,-0.20284113753969266
True,0.16332089175926096,-1.221717749746607,-0.09082238189502748,1.2446569871474364,-0.507536865402337
True,0.10527258255596926,-1.7782153809877803,0.3289407247249466,0.374930731385248,-0.2565513043828672
True,1.0201791879814375,-1.6540134505220112,0.2174947884564625,0.19463063569221328,-0.42525423405977036
True,1.1405119306899594,-1.0777033832744405,0.7984538463927883,0.3528242246431525,-0.7115811551698665
True,2.0680345457900318,1.59189418506401,-0.12917945968861677,-0.293323683842683,0.15737873472664818
True,2.066324183441024,1.2515627365964506,-1.6799723861817115,-0.34464570481644197,0.2976516918925523
True,0.08738397414860198,-0.8196118398440568,-0.533473634107477,-1.4600767096206566,-0.7235962941717583
